DFS - Arvore de busca a partir do vertice 1
Vertice	Pai	Nivel
1853		240	270
1854		769	1200
1855		2365	2274
1856		995	1597
1857		2479	2492
1858		2250	2129
1859		1463	1101
1860		3217	2370
1861		3126	2293
1862		2884	2889
1863		1001	1521
1864		1960	2206
1865		1060	1423
1866		699	1273
1867		2628	1999
1868		1514	1103
1869		2820	2777
1870		962	1292
1871		4209	1813
1872		2838	2627
1873		1684	1297
1874		2594	1571
1875		130	1544
1876		2389	997
1877		3674	3915
1878		2188	2605
1879		3311	2028
1880		726	584
1881		895	1802
1882		2287	2110
1883		2940	1965
1884		1222	1377
1885		2953	2313
1886		3908	2979
1887		3724	2437
1888		1080	893
1889		1302	431
1890		964	2058
1891		2162	1850
1892		2604	2071
1893		3008	2763
1894		2102	2530
1895		2412	1684
1896		1922	2113
1897		948	2621
1898		2550	1593
1899		3964	4584
1900		934	1047
1901		700	452
1902		3962	2199
1903		2491	806
1904		3411	3070
1905		2500	2769
1906		1017	2539
1907		2419	2991
1908		4587	4330
1909		2274	2842
1910		1391	1372
1911		833	1513
1912		259	1393
1913		1835	1664
1914		3340	2899
1915		3503	2067
1916		1725	1970
1917		1430	1671
1918		1338	1589
1919		1559	1138
1920		1867	2000
1921		3649	2775
1922		988	2112
1923		1747	1682
1924		372	1556
1925		2595	2007
1926		488	1043
1927		3135	4068
1928		3545	3680
1929		1299	1574
1930		2732	2814
1931		3367	1552
1932		2382	2363
1933		990	1362
1934		3397	2156
1935		2520	1946
1936		741	94
1937		2912	2359
1938		2053	1764
1939		2138	2079
1940		1829	1349
1941		652	1295
1942		605	1948
1943		1110	2286
1944		2504	1290
1945		2025	1866
1946		601	1961
1947		871	1275
1948		3507	1832
1949		3147	2420
1950		3383	2738
1951		931	2524
1952		1471	1767
1953		2605	2758
1954		2707	2149
1955		3760	2790
1956		1934	2157
1957		1472	1258
1958		1988	1554
1959		1318	2434
1960		1527	2205
1961		298	896
1962		1893	2764
1963		1760	2087
1964		2175	2047
1965		801	336
1966		1827	2272
1967		1675	1198
1968		3462	2308
1969		2683	2019
1970		1917	1672
1971		1569	715
1972		2634	2208
1973		1918	1590
1974		2291	1702
1975		2608	2189
1976		1481	491
1977		3705	2316
1978		2266	2458
1979		1431	1006
1980		2089	2408
1981		3099	2511
1982		1162	911
1983		1415	1826
1984		3197	1606
1985		2123	1862
1986		3202	1958
1987		1576	1503
1988		1931	1553
1989		405	1473
1990		766	1130
1991		1591	1470
1992		1059	1499
1993		403	775
1994		1251	2065
1995		1856	1598
1996		2127	1496
1997		2190	888
1998		2164	2562
1999		2083	2127
2000		500	1055
2001		1711	1302
2002		333	751
2003		2795	2995
2004		790	1222
2005		2270	1773
2006		1245	1176
2007		1703	1330
2008		3241	2954
2009		545	973
2010		3192	3198
2011		2335	2329
2012		1512	1595
2013		1942	1949
2014		2330	1463
2015		3583	2719
2016		3817	3419
2017		3158	2853
2018		3510	3662
2019		2252	3085
2020		1493	1745
2021		2453	1992
2022		2648	1913
2023		616	52
2024		2337	2045
2025		2192	1865
2026		1420	2012
2027		1695	1719
2028		1788	2300
2029		720	773
2030		1007	1724
2031		3434	1757
2032		1957	1259
2033		2629	1968
2034		3692	3172
2035		3766	3147
2036		2306	1459
2037		2633	1436
2038		3471	3327
2039		4361	3161
2040		2566	2826
2041		5452	3479
2042		1423	1788
2043		1419	2171
2044		99	1782
2045		1502	1942
2046		3193	2442
2047		2286	1839
2048		2586	2564
2049		1522	976
2050		2060	1860
2051		1243	1919
2052		1914	2900
2053		1564	1763
2054		2448	1433
2055		3231	2940
2056		1298	1736
2057		1107	1894
2058		14	313
2059		754	1887
2060		1402	1859
2061		2606	2182
2062		3212	3469
2063		2866	2253
2064		2418	1304
2065		370	1358
2066		1048	886
2067		1585	2115
2068		531	1955
2069		2564	1784
2070		1818	1022
2071		3359	2218
2072		2614	2353
2073		483	499
2074		2673	2633
2075		109	1542
2076		1951	2525
2077		776	1439
2078		1678	1271
2079		3203	2255
2080		1736	1243
2081		2059	1888
2082		2226	1651
2083		2084	2126
2084		1296	2125
2085		2771	3290
2086		1411	1693
2087		3295	2424
2088		3788	3252
2089		2573	2407
2090		1724	1640
2091		3886	3004
2092		1270	1806
2093		1445	1925
2094		2622	1891
2095		1140	1326
2096		961	2520
2097		419	1213
2098		784	1036
2099		1011	3208
2100		2434	3152
2101		1389	1190
2102		1565	2529
2103		2135	2090
2104		1118	1074
2105		3293	3381
2106		1426	705
2107		3274	3155
2108		1869	2778
2109		1586	1710
2110		952	1728
2111		2313	1509
2112		2863	2174
2113		359	891
2114		2094	1892
2115		4053	3397
2116		2701	2480
2117		2422	2074
2118		2099	3209
2119		2681	2241
2120		973	1635
2121		1070	2083
2122		3786	2809
2123		2050	1861
2124		3452	3665
2125		4099	4249
2126		1981	2512
2127		1582	1495
2128		2530	2678
2129		2686	2106
2130		4516	2411
2131		2501	1754
2132		1612	2269
2133		1545	1401
2134		852	771
2135		2165	2089
2136		1800	2771
2137		2185	239
2138		2353	2078
2139		3909	2716
2140		1248	2397
2141		1622	2164
2142		3196	3075
2143		4806	2798
2144		2937	2355
2145		1120	872
2146		1200	1600
2147		2417	3068
2148		1062	1531
2149		2682	1808
2150		1805	1689
2151		3640	2588
2152		1798	2233
2153		3682	2146
2154		1953	2759
2155		2074	2634
2156		1653	1429
2157		1262	2547
2158		4006	2796
2159		1771	2468
2160		4254	5184
2161		796	1820
2162		618	1849
2163		3398	2714
2164		4013	2561
2165		1963	2088
2166		1460	1144
2167		1441	1569
2168		2199	2887
2169		1777	1077
2170		1364	1761
2171		976	1717
2172		1985	1863
2173		3715	2559
2174		2833	2869
2175		2024	2046
2176		2042	1789
2177		2385	2305
2178		3329	3373
2179		3852	3422
2180		3070	3283
2181		2542	3020
2182		2187	2449
2183		425	849
2184		2152	2234
2185		521	238
2186		2647	2267
2187		2792	2448
2188		2637	2604
2189		2202	1477
2190		2066	887
2191		1353	1697
2192		2172	1864
2193		20	384
2194		2380	2341
2195		1643	2017
2196		457	878
2197		2299	2496
2198		2447	2178
2199		1468	2886
2200		4317	2542
2201		1407	2035
2202		1842	1476
2203		3371	2244
2204		2551	3139
2205		251	369
2206		3728	3306
2207		2978	2687
2208		2544	1885
2209		1134	1661
2210		2754	2694
2211		1972	2209
2212		2702	2746
2213		2991	3660
2214		3200	2597
2215		2926	3691
2216		1720	2591
2217		1511	2123
2218		2298	2338
2219		3332	3034
2220		775	2229
2221		1401	3401
2222		1667	2288
2223		4553	2645
2224		2230	1987
2225		2511	2844
2226		58	1650
2227		1875	1545
2228		4304	4163
2229		1252	2372
2230		519	1986
2231		2283	2451
2232		3291	3206
2233		1881	1803
2234		2305	3201
2235		4092	3368
2236		1005	1307
2237		3666	2472
2238		1631	2938
2239		2067	2116
2240		3003	3128
2241		1499	2142
2242		3375	3455
2243		2149	1809
2244		1729	2025
2245		2747	2846
2246		3523	2483
2247		3263	2649
2248		1885	2314
2249		1795	3553
2250		1999	2128
2251		2048	2565
2252		4130	3084
2253		1509	2906
2254		2543	1870
2255		2174	2870
2256		765	1267
2257		532	1740
2258		2407	2432
2259		3575	3550
2260		2932	3348
2261		2139	2717
2262		588	2295
2263		3258	3216
2264		318	617
2265		1217	586
2266		3207	2457
2267		1133	564
2268		3608	3694
2269		3999	3158
2270		1028	1772
2271		3222	2357
2272		3210	3079
2273		1964	2048
2274		3260	2841
2275		2994	2202
2276		2725	2735
2277		3566	2666
2278		2151	2589
2279		1833	419
2280		2482	2361
2281		4672	3052
2282		1229	1695
2283		2182	2450
2284		2578	2691
2285		3602	2924
2286		2358	1838
2287		1485	2109
2288		819	1792
2289		2045	1943
2290		4154	2743
2291		2878	1701
2292		3057	3031
2293		3018	2321
2294		1291	1938
2295		2381	2601
2296		2386	2389
2297		1698	2572
2298		3059	2337
2299		2904	2495
2300		2314	1905
2301		1708	2197
2302		3401	3676
2303		2413	3050
2304		3898	3298
2305		4210	3200
2306		587	1458
2307		3547	2793
2308		2140	2398
2309		877	2092
2310		4185	2476
2311		2486	3143
2312		3487	3130
2313		1390	1508
2314		1537	1904
2315		1883	1966
2316		5049	3265
2317		2891	2375
2318		1210	1691
2319		1103	1680
2320		1480	1722
2321		3002	932
2322		2968	3740
2323		2972	3376
2324		2267	565
2325		1874	1572
2326		307	1822
2327		3085	2788
2328		2579	3125
2329		669	916
2330		1735	1462
2331		3675	3169
2332		3103	2535
2333		2539	2237
2334		1577	2351
2335		2449	2328
2336		5212	3793
2337		1268	2044
2338		554	1446
2339		1139	555
2340		2295	2602
2341		1647	2977
2342		2724	2395
2343		319	2837
2344		5328	4619
2345		2980	2609
2346		1854	1201
2347		2159	2469
2348		1204	2060
2349		3428	3602
2350		1872	2628
2351		1510	2166
2352		2829	2651
2353		2698	2077
2354		3765	3733
2355		2087	2425
2356		3865	4843
2357		2849	2864
2358		891	1837
2359		2451	2857
2360		3228	2378
2361		2370	1252
2362		1648	2298
2363		3065	2081
2364		2201	2036
2365		1966	2273
2366		3754	2829
2367		3576	2781
2368		2477	2250
2369		3405	3104
2370		2541	1251
2371		1837	2508
2372		785	172
2373		1524	1877
2374		408	1196
2375		4552	3235
2376		3541	3965
2377		3106	1841
2378		1641	1487
2379		1692	1715
2380		3029	2340
2381		1167	2600
2382		2280	2362
2383		836	2278
2384		1175	2160
2385		3689	2304
2386		3515	2388
2387		3226	3430
2388		1794	2191
2389		1308	996
2390		606	603
2391		3642	2577
2392		2602	3045
2393		2498	2168
2394		1773	2947
2395		1494	2014
2396		1814	1818
2397		4905	3433
2398		2693	1743
2399		1236	2062
2400		3118	2478
2401		157	1014
2402		1990	1131
2403		3896	1668
2404		3839	2518
2405		2598	2570
2406		1719	2040
2407		2488	2431
2408		2015	2720
2409		2251	2566
2410		2624	2896
2411		3918	3977
2412		1923	1683
2413		2888	3049
2414		1233	1406
2415		3985	3239
2416		2782	2866
2417		2787	3067
2418		2001	1303
2419		2893	2990
2420		4643	2402
2421		2233	1804
2422		2864	2073
2423		1166	812
2424		1561	1565
2425		3186	2702
2426		1414	1300
2427		3482	2732
2428		2442	2319
2429		3667	3519
2430		2552	2283
2431		1652	2613
2432		706	1456
2433		2583	2502
2434		3586	3151
2435		3623	3179
2436		2619	2276
2437		3807	3285
2438		1697	1915
2439		2839	2631
2440		3361	2878
2441		2525	2418
2442		1669	2318
2443		4944	4680
2444		2118	3210
2445		1012	2010
2446		5257	3582
2447		1474	2177
2448		1562	1432
2449		3251	2327
2450		2823	3426
2451		3168	2856
2452		3213	2414
2453		1429	1991
2454		1573	2032
2455		873	2784
2456		510	906
2457		2942	2257
2458		3280	2281
2459		2855	2821
2460		1775	2225
2461		3152	3726
2462		2499	2527
2463		2844	2674
2464		2203	2245
2465		4108	2985
2466		2536	2754
2467		2567	2239
2468		1410	1963
2469		1301	2348
2470		3567	2392
2471		1949	2421
2472		4607	3595
2473		4333	2706
2474		3145	3256
2475		2856	1995
2476		732	1468
2477		2684	2249
2478		1991	1471
2479		3719	2491
2480		1779	2118
2481		1549	2215
2482		1937	2360
2483		1193	1387
2484		3456	2194
2485		1123	1346
2486		3707	3142
2487		2377	1842
2488		2632	2430
2489		2513	1829
2490		3007	2839
2491		412	805
2492		3288	2851
2493		786	29
2494		1804	2400
2495		2364	2037
2496		2527	3064
2497		3540	3007
2498		2351	2167
2499		2076	2526
2500		3840	2768
2501		1606	1753
2502		2254	1871
2503		1498	1209
2504		1784	1289
2505		4077	3437
2506		3939	4184
2507		2487	1843
2508		1625	1094
2509		2219	3035
2510		642	766
2511		1909	2843
2512		3625	3174
2513		1803	1828
2514		2109	1711
2515		5296	2962
2516		2764	2463
2517		889	1180
2518		2641	3204
2519		2600	2004
2520		1542	1945
2521		1434	1239
2522		1618	3009
2523		2571	2311
2524		2296	2390
2525		4782	2417
2526		2176	1790
2527		2811	3063
2528		3389	3188
2529		2237	2473
2530		3038	2677
2531		2660	3248
2532		1575	2325
2533		1227	1921
2534		4326	3555
2535		3125	2803
2536		3090	2753
2537		2642	2882
2538		4081	2121
2539		945	2236
2540		3315	2094
2541		854	1250
2542		4521	3019
2543		1839	1869
2544		2561	1884
2545		4795	3617
2546		1589	2302
2547		1574	2672
2548		3139	1811
2549		2553	2708
2550		3022	1592
2551		2903	3138
2552		2458	2282
2553		2473	2707
2554		1978	2459
2555		2921	2323
2556		3676	2700
2557		3605	3612
2558		921	1158
2559		1718	1933
2560		4692	3346
2561		2577	1883
2562		2013	1950
2563		2558	1159
2564		2044	1783
2565		1645	2187
2566		3109	2825
2567		2333	2238
2568		3300	2639
2569		1399	2550
2570		2822	3177
2571		3045	2310
2572		1691	1645
2573		2846	2406
2574		3283	2812
2575		3966	3132
2576		3747	3590
2577		3811	1882
2578		2949	2690
2579		4138	3124
2580		3420	2966
2581		3531	2637
2582		2132	2270
2583		3320	2501
2584		164	739
2585		1421	2805
2586		1998	2563
2587		5470	3317
2588		2759	2873
2589		1770	1857
2590		2711	3278
2591		4027	3408
2592		626	1611
2593		3982	2661
2594		2167	1570
2595		4784	2006
2596		4019	3699
2597		2403	1669
2598		2896	2569
2599		2728	2098
2600		1086	2003
2601		2216	2592
2602		3422	3044
2603		3180	3339
2604		1178	2070
2605		3328	2757
2606		1745	2181
2607		2471	2422
2608		2565	2188
2609		2760	2428
2610		3227	2908
2611		2430	2284
2612		1303	1658
2613		2735	2611
2614		2334	2352
2615		636	2584
2616		1039	1747
2617		5157	3951
2618		2772	2545
2619		1855	2275
2620		722	1927
2621		3237	3107
2622		1546	1890
2623		1071	1491
2624		4912	2895
2625		5442	4459
2626		1764	1136
2627		2909	3496
2628		2649	1998
2629		2315	1967
2630		1100	1285
2631		2484	2195
2632		2609	2429
2633		1040	1435
2634		1864	2207
2635		3577	3228
2636		1521	2136
2637		2340	2603
2638		4281	3625
2639		2452	2415
2640		4623	3356
2641		1515	3203
2642		1801	2881
2643		1349	2227
2644		1519	594
2645		1904	3071
2646		2297	2573
2647		1808	2266
2648		3600	1912
2649		679	1997
2650		3412	3510
2651		5055	4002
2652		5225	3854
2653		1396	2918
2654		3591	3232
2655		2131	1755
2656		2988	2440
2657		4344	3487
2658		3741	3997
2659		2962	2231
2660		3748	3247
2661		803	2485
2662		2575	3133
2663		1756	2140
2664		1704	2465
2665		2056	1737
2666		3403	3574
2667		3112	2952
2668		2840	2487
2669		3069	2556
2670		3165	2682
2671		1796	1923
2672		2877	3093
2673		2439	2632
2674		219	831
2675		5038	4017
2676		3096	1731
2677		837	1616
2678		4367	3359
2679		2420	2403
2680		2882	3096
2681		2467	2240
2682		2092	1807
2683		2195	2018
2684		3140	2248
2685		572	962
2686		3919	2105
2687		6750	4859
2688		502	1085
2689		3107	2949
2690		3497	2816
2691		3731	3851
2692		199	7
2693		1758	1742
2694		4034	3631
2695		5610	3311
2696		3242	3268
2697		3305	4513
2698		1360	2076
2699		3568	3399
2700		4798	4625
2701		2400	2479
2702		3121	2745
2703		1397	1559
2704		3143	3011
2705		2046	2443
2706		2210	2695
2707		612	2148
2708		2100	3153
2709		3174	3412
2710		1919	1139
2711		2908	3277
2712		2739	2670
2713		3336	3294
2714		3129	3728
2715		2959	2943
2716		2880	1800
2717		2244	2026
2718		1487	1313
2719		1661	2582
2720		2008	2955
2721		413	1247
2722		4035	3546
2723		3037	3623
2724		3043	2394
2725		3307	2734
2726		1721	2260
2727		3841	4220
2728		2852	2097
2729		3124	3538
2730		4112	4090
2731		4394	4393
2732		2574	2813
2733		3010	3109
2734		2368	2251
2735		2345	2610
2736		3330	2945
2737		3239	4205
2738		5777	2211
2739		3128	2669
2740		1183	1909
2741		4012	3273
2742		2964	2928
2743		4192	4234
2744		2930	2595
2745		1687	1989
2746		2612	1659
2747		2225	2845
2748		2738	2212
2749		3275	3119
2750		3339	3980
2751		1506	1676
2752		3672	3526
2753		3334	3578
2754		1444	2693
2755		2097	1214
2756		2307	2794
2757		3561	3460
2758		2481	2216
2759		4285	2872
2760		1727	2427
2761		3800	3313
2762		5741	4678
2763		735	477
2764		4219	2462
2765		3845	2685
2766		2778	3015
2767		188	1045
2768		3304	3738
2769		2242	3456
2770		7585	6194
2771		4199	3289
2772		3211	2544
2773		1714	1880
2774		2851	2761
2775		2392	3046
2776		1031	829
2777		3691	3452
2778		3519	3014
2779		2410	2897
2780		1170	2220
2781		3816	3417
2782		2357	2865
2783		1476	1448
2784		3521	3443
2785		900	2522
2786		2235	3369
2787		1034	3066
2788		5223	4019
2789		583	1935
2790		3354	4264
2791		3308	2913
2792		1155	2447
2793		2997	2445
2794		2130	2412
2795		2947	2994
2796		1849	1395
2797		1897	2622
2798		3009	2904
2799		4392	4127
2800		2751	1677
2801		3935	3365
2802		2387	3431
2803		4898	4973
2804		1899	4585
2805		1834	1168
2806		2223	2646
2807		3379	2957
2808		2729	3539
2809		3744	3329
2810		261	803
2811		3710	3062
2812		2431	2614
2813		2742	2929
2814		3114	2704
2815		2969	4044
2816		739	1162
2817		1595	1577
2818		2987	2384
2819		3506	3241
2820		1921	2776
2821		4163	3789
2822		3813	3176
2823		3968	3425
2824		585	1146
2825		4517	3502
2826		4501	3821
2827		2749	3120
2828		3302	3621
2829		2247	2650
2830		3050	1929
2831		2124	3666
2832		3208	3791
2833		1830	2868
2834		4489	3500
2835		3113	2021
2836		3269	2617
2837		3757	2982
2838		1782	2626
2839		2865	2630
2840		2661	2486
2841		2515	2963
2842		4368	4175
2843		4543	3309
2844		2547	2673
2845		78	1224
2846		1651	2405
2847		3088	3271
2848		3779	2973
2849		1679	2863
2850		3991	3563
2851		2154	2760
2852		1385	2096
2853		4455	3929
2854		3169	2365
2855		3708	2820
2856		1016	1994
2857		2979	3090
2858		2437	3286
2859		3861	2786
2860		2369	3105
2861		114	140
2862		2890	3281
2863		1646	2173
2864		1892	2072
2865		2350	2629
2866		2734	2252
2867		3360	2960
2868		4183	3803
2869		5661	4114
2870		3396	2728
2871		4906	5484
2872		2000	1056
2873		1263	3782
2874		3177	3557
2875		3416	3813
2876		2721	1248
2877		4030	3092
2878		969	1700
2879		3250	2970
2880		568	1799
2881		3473	3296
2882		4152	3095
2883		5892	4294
2884		2168	2888
2885		4148	3610
2886		1752	177
2887		2019	3086
2888		3265	3048
2889		2568	2640
2890		3887	3280
2891		1525	2374
2892		2181	3021
2893		3704	2989
2894		2580	2967
2895		3055	3166
2896		3409	2568
2897		3066	3446
2898		1925	2008
2899		2858	3287
2900		3136	2664
2901		4762	4758
2902		3430	3439
2903		5012	3137
2904		3738	2494
2905		2194	2342
2906		966	1726
2907		3044	2987
2908		3681	3276
2909		4500	3495
2910		4635	3946
2911		4454	4238
2912		2271	2358
2913		4235	2921
2914		2965	2658
2915		2996	2859
2916		2615	2585
2917		2331	3170
2918		4761	3817
2919		3286	3878
2920		4257	4116
2921		2293	2322
2922		2870	2729
2923		3160	3863
2924		3317	2381
2925		1130	2184
2926		3772	3690
2927		2664	2466
2928		2457	2258
2929		2143	2799
2930		813	2594
2931		4032	3873
2932		2560	3347
2933		548	1853
2934		2323	3377
2935		3574	2892
2936		5129	4137
2937		2072	2354
2938		2995	3415
2939		2654	3233
2940		2468	1964
2941		3505	4531
2942		2079	2256
2943		237	1776
2944		4303	4026
2945		4826	4840
2946		2916	2586
2947		3028	2993
2948		3074	3025
2949		3444	2689
2950		2957	3245
2951		5619	4754
2952		3732	2579
2953		2523	2312
2954		2914	2659
2955		1928	3681
2956		5527	4063
2957		4422	3244
2958		2031	1758
2959		4459	2942
2960		4072	3263
2961		3899	4246
2962		2220	2230
2963		4509	3982
2964		4212	2927
2965		3296	2657
2966		3805	2773
2967		1483	1385
2968		2768	3739
2969		4288	4043
2970		3959	3114
2971		4239	4563
2972		3858	3375
2973		3146	2741
2974		3793	3531
2975		3546	3194
2976		1383	2455
2977		2126	2513
2978		2765	2686
2979		3712	3089
2980		1755	2608
2981		3455	4058
2982		3659	3301
2983		3372	2262
2984		3825	3657
2985		2757	3461
2986		2588	2874
2987		1358	2383
2988		1286	2439
2989		3188	3435
2990		3342	4006
2991		3149	3659
2992		1742	2345
2993		4358	4714
2994		1654	2201
2995		3780	3414
2996		2359	2858
2997		2705	2444
2998		1955	2791
2999		2892	3022
3000		4365	4102
3001		3225	3100
3002		323	931
3003		3894	3127
3004		3154	2654
3005		2666	3575
3006		5446	4475
3007		2343	2838
3008		2774	2762
3009		3495	2903
3010		2621	3108
3011		2375	3236
3012		4741	3343
3013		3669	3942
3014		4424	3388
3015		2440	2879
3016		5165	4008
3017		3347	3192
3018		2428	2320
3019		3301	3392
3020		2780	2221
3021		4891	3711
3022		1973	1591
3023		217	1127
3024		2142	3076
3025		1137	2504
3026		2576	3591
3027		3047	3542
3028		1907	2992
3029		2218	2339
3030		4581	3351
3031		5019	3498
3032		2444	3211
3033		3883	2861
3034		3827	4767
3035		4477	4193
3036		3491	3102
3037		2828	3622
3038		3448	2676
3039		3498	3361
3040		4373	3639
3041		2668	2488
3042		3525	3117
3043		2470	2393
3044		2465	2986
3045		1968	2309
3046		5628	5244
3047		3643	3541
3048		1715	1375
3049		2895	3167
3050		2620	1928
3051		2157	2548
3052		4268	4034
3053		4730	3465
3054		2466	2755
3055		3867	3165
3056		3652	3560
3057		4135	3030
3058		2502	1872
3059		613	2336
3060		2836	2618
3061		3737	3463
3062		2443	4681
3063		4170	3956
3064		4127	4129
3065		1939	2080
3066		4640	3445
3067		1826	1389
3068		3424	3588
3069		3933	2555
3070		2862	3282
3071		5390	3867
3072		4252	3224
3073		4916	4582
3074		3182	3024
3075		1627	2711
3076		3746	3404
3077		5072	4037
3078		3844	3668
3079		1567	2103
3080		4810	3260
3081		3718	3040
3082		2812	2615
3083		3370	3688
3084		3987	3489
3085		2859	2787
3086		2206	3307
3087		2129	2107
3088		3727	3270
3089		2052	2901
3090		4017	2752
3091		1409	2552
3092		2221	3402
3093		1253	1687
3094		3517	2998
3095		2797	2623
3096		1224	1730
3097		2879	2971
3098		4136	3742
3099		3721	2510
3100		4249	3999
3101		2617	3952
3102		2268	3695
3103		3289	2534
3104		3150	4311
3105		3142	2935
3106		2047	1840
3107		2394	2948
3108		4453	4083
3109		3876	2824
3110		5009	4862
3111		2360	2379
3112		3468	2951
3113		1969	2020
3114		2425	2703
3115		3914	4359
3116		4175	3607
3117		2085	3291
3118		2310	2477
3119		2786	3370
3120		3992	4354
3121		2290	2744
3122		5306	4885
3123		4628	3924
3124		4452	3537
3125		3148	2802
3126		1404	2292
3127		4100	3771
3128		936	2668
3129		2461	3727
3130		2955	3682
3131		5703	4200
3132		3849	3842
3133		4893	4351
3134		3080	3261
3135		4538	4067
3136		3219	2663
3137		1151	1060
3138		1701	3057
3139		2243	1810
3140		1083	2247
3141		220	148
3142		3267	2934
3143		2522	3010
3144		2868	3804
3145		3726	3255
3146		1552	2740
3147		2441	2419
3148		1819	2801
3149		2984	3658
3150		4690	4310
3151		3019	3393
3152		4444	3725
3153		2837	2983
3154		1442	2653
3155		3668	3042
3156		608	2223
3157		4589	4387
3158		2492	2852
3159		2819	3242
3160		4118	3862
3161		5298	5027
3162		3170	3037
3163		3911	3410
3164		3563	3149
3165		1599	2681
3166		2722	3547
3167		6253	4417
3168		4544	2855
3169		1932	2364
3170		2509	3036
3171		3706	3731
3172		2245	2847
3173		4860	4783
3174		3163	3411
3175		4999	3384
3176		4114	3319
3177		2534	3556
3178		2366	2830
3179		3166	3548
3180		3257	3338
3181		3011	3237
3182		2999	3023
3183		4079	4012
3184		3406	3450
3185		4366	4260
3186		2556	2701
3187		2922	2730
3188		2397	3434
3189		5744	3324
3190		2956	4064
3191		43	228
3192		4041	3197
3193		2656	2441
3194		3665	3673
3195		3024	3077
3196		3246	3074
3197		1357	1605
3198		4639	3949
3199		2853	3930
3200		2744	2596
3201		2108	2779
3202		1507	1957
3203		2063	2254
3204		4559	4377
3205		4942	3890
3206		2766	3016
3207		2976	2456
3208		2821	3790
3209		2913	2922
3210		3195	3078
3211		2200	2543
3212		4957	3468
3213		2794	2413
3214		1516	2818
3215		3110	4863
3216		3270	3483
3217		3378	2369
3218		3557	3745
3219		2593	2662
3220		2625	4460
3221		4681	3213
3222		2144	2356
3223		4250	4231
3224		2349	3603
3225		4379	3099
3226		4073	3429
3227		2253	2907
3228		1417	2377
3229		2105	3382
3230		1560	3322
3231		2238	2939
3232		3194	3674
3233		1774	2131
3234		2041	3480
3235		3343	3059
3236		3414	3913
3237		2860	3106
3238		5186	3641
3239		4610	4204
3240		2727	4221
3241		2667	2953
3242		3809	3267
3243		3441	3184
3244		3095	2624
3245		3904	3911
3246		4704	3073
3247		5064	4785
3248		4577	4984
3249		4720	3963
3250		4121	2969
3251		2532	2326
3252		3350	3580
3253		2801	3366
3254		3053	3466
3255		3504	2724
3256		2276	2736
3257		3524	3337
3258		4164	3215
3259		4508	4642
3260		2490	2840
3261		4679	4707
3262		3579	3145
3263		3512	2648
3264		3990	3353
3265		2775	3047
3266		2228	4164
3267		4055	2933
3268		2197	2497
3269		3082	2616
3270		3278	3482
3271		4346	4087
3272		4188	3529
3273		4021	3055
3274		2708	3154
3275		3042	3118
3276		2610	2909
3277		2963	3983
3278		3234	3481
3279		2222	2289
3280		1624	2280
3281		2635	3229
3282		2354	3734
3283		4503	2811
3284		4788	4340
3285		3853	3709
3286		3619	3877
3287		5325	6294
3288		1749	2850
3289		3415	2533
3290		3464	3753
3291		2518	3205
3292		3108	4084
3293		1768	3380
3294		3076	3405
3295		2607	2423
3296		3655	2656
3297		4561	4278
3298		1312	1900
3299		3815	3716
3300		2581	2638
3301		3417	3391
3302		4973	3620
3303		3889	3751
3304		4082	3737
3305		3945	4512
3306		3072	3225
3307		2427	2733
3308		4134	2912
3309		2554	2460
3310		4095	3827
3311		2717	2027
3312		3335	3651
3313		3075	2712
3314		3799	4488
3315		2309	2093
3316		3292	4085
3317		3111	2380
3318		8672	6784
3319		4419	4177
3320		1550	2500
3321		5866	4905
3322		3716	4181
3323		3548	2333
3324		5258	4492
3325		1533	1442
3326		2638	3626
3327		835	1582
3328		3054	2756
3329		1050	3372
3330		2715	2944
3331		4794	3993
3332		3617	3033
3333		4620	3836
3334		4158	3577
3335		1014	3650
3336		3447	3293
3337		2241	2143
3338		3105	2936
3339		3516	3979
3340		2779	2898
3341		1490	1977
3342		4078	4005
3343		3138	3058
3344		3553	3686
3345		5420	4542
3346		3789	4291
3347		4684	3191
3348		3555	3643
3349		1956	2158
3350		2753	3579
3351		2925	2185
3352		4766	4781
3353		3912	2931
3354		4412	4263
3355		3348	3644
3356		2986	2875
3357		5125	5330
3358		4426	4269
3359		2758	2217
3360		3513	2959
3361		1455	2877
3362		4172	3719
3363		967	1907
3364		2761	3314
3365		5070	3593
3366		4063	4161
3367		1486	1551
3368		2294	1939
3369		6498	4702
3370		3344	3687
3371		1306	2243
3372		2726	2261
3373		4854	3986
3374		2285	2925
3375		3502	3454
3376		3838	3702
3377		740	3027
3378		1659	2368
3379		2720	2956
3380		5130	3887
3381		3850	3081
3382		3903	3808
3383		3256	2737
3384		5826	4196
3385		3953	3566
3386		4811	3523
3387		1305	2748
3388		4447	3571
3389		3860	3187
3390		6686	6035
3391		3294	3406
3392		4321	3181
3393		3612	3122
3394		2040	2827
3395		4047	3476
3396		3451	2727
3397		1597	2155
3398		3313	2713
3399		4776	3760
3400		3735	3303
3401		3232	3675
3402		3206	3017
3403		4334	3573
3404		4932	3670
3405		3036	3103
3406		3463	3449
3407		4008	4040
3408		5047	4851
3409		2409	2567
3410		3358	4270
3411		2147	3069
3412		3614	3509
3413		3395	3477
3414		3245	3912
3415		1628	2532
3416		3690	3812
3417		3944	3390
3418		4206	3704
3419		5766	6369
3420		1138	2965
3421		3693	3492
3422		3155	3043
3423		3978	3857
3424		4276	3587
