BFS - Arvore de busca a partir do vertice 1
Vertice	Pai	Nivel
1877		382	3
1878		1179	3
1879		368	3
1880		4566	4
1881		1613	4
1882		988	4
1883		4587	3
1884		3036	4
1885		9023	3
1886		1418	3
1887		2445	3
1888		5971	3
1889		1976	3
1890		6443	3
1891		9724	3
1892		8340	3
1893		6137	4
1894		3299	3
1895		1869	3
1896		1617	3
1897		7767	4
1898		8064	3
1899		3752	3
1900		6235	3
1901		3363	3
1902		1654	4
1903		4002	3
1904		6274	3
1905		1800	3
1906		2566	4
1907		3028	4
1908		1	1
1909		9920	4
1910		8504	4
1911		1449	3
1912		2935	4
1913		7853	4
1914		3340	3
1915		5136	4
1916		2888	4
1917		2276	3
1918		6654	3
1919		3212	3
1920		2853	3
1921		4205	3
1922		9082	3
1923		9920	4
1924		1492	4
1925		3701	3
1926		4916	3
1927		7353	4
1928		7024	4
1929		1299	2
1930		2732	4
1931		414	4
1932		3842	4
1933		7185	3
1934		5011	3
1935		7667	3
1936		6141	3
1937		2912	4
1938		6654	3
1939		8409	3
1940		1343	3
1941		7264	4
1942		8239	3
1943		6141	3
1944		3471	4
1945		6003	3
1946		3055	3
1947		3354	3
1948		560	3
1949		2471	4
1950		4060	3
1951		9301	3
1952		4416	4
1953		4205	3
1954		3960	4
1955		9068	3
1956		1492	4
1957		5987	3
1958		6187	3
1959		7305	4
1960		3822	3
1961		2758	3
1962		1757	3
1963		1760	3
1964		6175	4
1965		1696	3
1966		1746	4
1967		4326	3
1968		3045	4
1969		3180	4
1970		4765	4
1971		45	3
1972		2211	4
1973		8556	4
1974		1066	3
1975		5151	3
1976		4500	2
1977		6187	3
1978		6924	3
1979		2452	3
1980		6211	3
1981		3099	3
1982		1419	3
1983		7113	3
1984		4515	3
1985		7769	3
1986		4363	4
1987		7769	3
1988		2657	3
1989		232	3
1990		5831	4
1991		2579	4
1992		1059	4
1993		5562	4
1994		4521	3
1995		6434	3
1996		4333	4
1997		3240	3
1998		7192	3
1999		1763	4
2000		500	3
2001		4500	2
2002		1736	4
2003		4854	3
2004		3600	3
2005		7157	4
2006		7043	3
2007		4366	4
2008		3224	3
2009		5410	3
2010		9721	3
2011		2460	4
2012		5556	3
2013		6613	4
2014		4440	4
2015		8228	3
2016		9145	3
2017		8382	3
2018		3510	4
2019		4363	4
2020		4046	3
2021		9170	3
2022		4357	4
2023		9068	3
2024		8149	4
2025		5278	4
2026		9125	4
2027		4679	4
2028		1589	4
2029		3369	3
2030		966	3
2031		1	1
2032		3299	3
2033		6879	4
2034		4873	4
2035		3434	3
2036		7075	4
2037		8148	4
2038		6566	3
2039		6993	3
2040		187	4
2041		3486	3
2042		8981	2
2043		1419	3
2044		2564	3
2045		5987	3
2046		2705	3
2047		6310	4
2048		6136	3
2049		7853	4
2050		1738	4
2051		8911	3
2052		8336	3
2053		8228	3
2054		5865	3
2055		6210	3
2056		715	3
2057		187	4
2058		6221	4
2059		2610	4
2060		6705	3
2061		2606	3
2062		1482	3
2063		9603	4
2064		5725	4
2065		3237	4
2066		4679	4
2067		6705	3
2068		9232	3
2069		1	1
2070		8406	3
2071		4201	4
2072		8340	3
2073		9168	4
2074		9070	4
2075		5151	3
2076		4828	3
2077		1561	3
2078		491	4
2079		8097	3
2080		9930	3
2081		7192	3
2082		5410	3
2083		4584	3
2084		2278	4
2085		1482	3
2086		6123	3
2087		9957	3
2088		5865	3
2089		3657	4
2090		4971	4
2091		6464	3
2092		3308	3
2093		7478	3
2094		1617	3
2095		2853	3
2096		5681	3
2097		419	3
2098		2708	4
2099		1458	4
2100		3248	3
2101		500	3
2102		2120	4
2103		8054	4
2104		9137	3
2105		1321	3
2106		2356	4
2107		1965	4
2108		1869	3
2109		9631	3
2110		6996	3
2111		9863	3
2112		7118	3
2113		6432	3
2114		8990	4
2115		1398	3
2116		4270	4
2117		2422	4
2118		8222	4
2119		7561	3
2120		7982	3
2121		8946	4
2122		9504	4
2123		2238	3
2124		2101	4
2125		5833	4
2126		6219	4
2127		522	4
2128		8436	3
2129		4083	3
2130		4670	4
2131		9023	3
2132		2582	3
2133		6334	4
2134		1423	4
2135		9238	4
2136		1800	3
2137		1468	3
2138		563	3
2139		2261	3
2140		644	3
2141		8228	3
2142		1202	3
2143		6887	3
2144		5714	3
2145		5856	3
2146		6734	3
2147		7708	3
2148		8670	3
2149		9170	3
2150		148	2
2151		2278	4
2152		6152	4
2153		8295	3
2154		7434	3
2155		9125	4
2156		5714	3
2157		5634	3
2158		5644	4
2159		6235	3
2160		7762	4
2161		3924	3
2162		9318	4
2163		2460	4
2164		6191	4
2165		5556	3
2166		2958	3
2167		255	4
2168		7874	4
2169		1777	3
2170		1284	3
2171		7195	4
2172		5482	3
2173		4201	4
2174		5737	4
2175		6998	3
2176		2042	3
2177		2522	3
2178		1325	3
2179		8879	4
2180		1828	3
2181		5192	4
2182		5265	3
2183		2276	3
2184		9440	3
2185		521	4
2186		4386	3
2187		2611	3
2188		2637	3
2189		6654	3
2190		8337	4
2191		1548	3
2192		9721	3
2193		20	4
2194		1171	4
2195		3950	3
2196		500	3
2197		8551	3
2198		3589	4
2199		1468	3
2200		1765	4
2201		6651	4
2202		6734	3
2203		3483	3
2204		5856	3
2205		9002	3
2206		9419	4
2207		243	3
2208		9321	3
2209		7353	4
2210		8382	3
2211		644	3
2212		569	4
2213		3510	4
2214		8824	4
2215		4515	3
2216		1720	4
2217		4002	3
2218		4405	3
2219		3332	3
2220		500	3
2221		9744	4
2222		770	3
2223		243	3
2224		2069	2
2225		8166	3
2226		9800	3
2227		5623	4
2228		9208	4
2229		5672	3
2230		1398	3
2231		8409	3
2232		3729	3
2233		4086	4
2234		9007	3
2235		3747	3
2236		1005	4
2237		8408	4
2238		8390	2
2239		2067	4
2240		6443	3
2241		8204	4
2242		232	3
2243		5278	4
2244		4873	4
2245		6449	3
2246		3843	3
2247		8703	3
2248		7713	3
2249		4326	3
2250		4588	4
2251		8670	3
2252		8266	3
2253		5075	3
2254		2853	3
2255		7053	4
2256		5129	4
2257		9677	3
2258		2006	4
2259		4410	4
2260		6800	4
2261		6142	2
2262		197	4
2263		3950	3
2264		2240	4
2265		2001	3
2266		420	4
2267		2324	4
2268		8824	4
2269		4089	4
2270		3165	4
2271		2912	4
2272		5909	3
2273		6679	3
2274		8532	3
2275		4046	3
2276		8390	2
2277		200	4
2278		7959	3
2279		8149	4
2280		7769	3
2281		5129	4
2282		644	3
2283		7054	4
2284		7309	4
2285		7914	4
2286		4201	4
2287		6044	4
2288		6996	3
2289		3187	4
2290		4205	3
2291		5971	3
2292		8911	3
2293		9535	4
2294		368	3
2295		6531	4
2296		9007	3
2297		9543	3
2298		3282	4
2299		7928	4
2300		3332	3
2301		7440	4
2302		3401	3
2303		6738	3
2304		9944	3
2305		6027	4
2306		4890	4
2307		4890	4
2308		3229	4
2309		5727	4
2310		4491	3
2311		8257	3
2312		6285	4
2313		1696	3
2314		7196	3
2315		7033	3
2316		5357	4
2317		7706	4
2318		7810	4
2319		3843	3
2320		2496	4
2321		2591	3
2322		4587	3
2323		7196	3
2324		1800	3
2325		1299	2
2326		1030	3
2327		4891	3
2328		2579	4
2329		6738	3
2330		368	3
2331		6566	3
2332		4083	3
2333		4240	4
2334		5604	3
2335		3340	3
2336		8631	4
2337		5911	4
2338		228	3
2339		2246	4
2340		2637	3
2341		9137	3
2342		2325	3
2343		7721	4
2344		449	3
2345		2980	3
2346		3360	3
2347		5130	3
2348		9175	3
2349		3224	3
2350		7572	4
2351		3299	3
2352		2791	2
2353		4988	4
2354		3282	4
2355		9981	3
2356		1604	3
2357		2782	3
2358		4740	3
2359		1440	3
2360		7023	3
2361		4046	3
2362		5124	4
2363		9623	3
2364		8436	3
2365		4051	4
2366		8911	3
2367		1596	4
2368		7905	4
2369		3150	4
2370		5113	4
2371		4770	3
2372		2494	3
2373		7379	3
2374		5122	3
2375		500	3
2376		3891	3
2377		4046	3
2378		3486	3
2379		2958	3
2380		1613	4
2381		1325	3
2382		7767	4
2383		8834	3
2384		9401	4
2385		45	3
2386		9069	4
2387		7192	3
2388		5169	3
2389		5541	3
2390		9519	3
2391		4854	3
2392		5278	4
2393		1240	4
2394		169	3
2395		8436	3
2396		5604	3
2397		6861	3
2398		7733	3
2399		223	4
2400		8064	3
2401		5151	3
2402		4345	3
2403		7120	4
2404		3083	3
2405		1288	3
2406		6610	4
2407		972	4
2408		8699	4
2409		4478	4
2410		171	4
2411		6209	4
2412		7840	3
2413		2888	4
2414		4854	3
2415		2445	3
2416		2782	3
2417		8315	4
2418		2001	3
2419		7891	3
2420		5937	3
2421		6369	4
2422		7959	3
2423		2186	4
2424		3729	3
2425		7727	4
2426		7706	4
2427		4123	4
2428		4916	3
2429		7761	4
2430		2611	3
2431		3224	3
2432		3089	4
2433		8736	4
2434		4828	3
2435		8408	4
2436		8507	3
2437		5672	3
2438		7710	4
2439		2839	3
2440		6928	3
2441		9466	3
2442		4526	4
2443		2069	2
2444		7875	3
2445		8216	2
2446		391	3
2447		4855	4
2448		8947	4
2449		3747	3
2450		2069	2
2451		5122	3
2452		1299	2
2453		9068	3
2454		8298	3
2455		6123	3
2456		2611	3
2457		8512	4
2458		7616	2
2459		1482	3
2460		1449	3
2461		6566	3
2462		2499	4
2463		9930	3
2464		8504	4
2465		6434	3
2466		5611	3
2467		6644	2
2468		5350	4
2469		6137	4
2470		5126	3
2471		3055	3
2472		4607	3
2473		6753	4
2474		1069	3
2475		1471	4
2476		5482	3
2477		3999	4
2478		6996	3
2479		414	4
2480		7721	4
2481		2758	3
2482		4338	4
2483		6910	3
2484		1018	4
2485		2914	4
2486		1079	3
2487		2507	4
2488		4270	4
2489		8911	3
2490		7821	4
2491		8529	3
2492		3369	3
2493		5533	4
2494		7962	2
2495		5728	4
2496		7959	3
2497		1731	3
2498		2935	4
2499		7959	3
2500		3891	3
2501		2422	4
2502		9007	3
2503		7991	4
2504		2536	4
2505		238	4
2506		6691	4
2507		3822	3
2508		3613	3
2509		9110	4
2510		8307	3
2511		2150	3
2512		6449	3
2513		344	4
2514		9082	3
2515		7464	3
2516		1604	3
2517		158	3
2518		893	3
2519		876	4
2520		3636	3
2521		253	3
2522		1299	2
2523		6490	4
2524		9910	3
2525		5874	3
2526		6596	4
2527		2496	4
2528		1363	4
2529		1284	3
2530		3248	3
2531		7664	3
2532		6705	3
2533		9685	3
2534		4326	3
2535		7328	4
2536		1449	3
2537		5485	4
2538		3805	4
2539		6204	4
2540		4363	4
2541		854	3
2542		3369	3
2543		3697	4
2544		9252	3
2545		7041	4
2546		1589	4
2547		7832	4
2548		7027	3
2549		1760	3
2550		6336	4
2551		3354	3
2552		2458	3
2553		4248	4
2554		8409	3
2555		7210	4
2556		1790	4
2557		5997	4
2558		6800	4
2559		3308	3
2560		9631	3
2561		9568	4
2562		4521	3
2563		1238	4
2564		2069	2
2565		9800	3
2566		3729	3
2567		7733	3
2568		7264	4
2569		4828	3
2570		2458	3
2571		8436	3
2572		7908	3
2573		7113	3
2574		9847	3
2575		7313	4
2576		3747	3
2577		5121	3
2578		6640	4
2579		5714	3
2580		3924	3
2581		9698	4
2582		8390	2
2583		3320	4
2584		7149	3
2585		6141	3
2586		4240	4
2587		7111	3
2588		9483	4
2589		9981	3
2590		1777	3
2591		8390	2
2592		1757	3
2593		1716	3
2594		9543	3
2595		4060	3
2596		9232	3
2597		3486	3
2598		6464	3
2599		7136	3
2600		4164	4
2601		7131	3
2602		560	3
2603		1586	4
2604		1892	4
2605		2782	3
2606		4500	2
2607		1030	3
2608		5612	3
2609		9137	3
2610		1085	3
2611		8390	2
2612		7713	3
2613		9957	3
2614		6539	3
2615		6719	4
2616		7309	4
2617		8516	3
2618		9147	3
2619		6260	4
2620		1274	3
2621		8266	3
2622		9901	3
2623		7982	3
2624		8512	4
2625		5898	4
2626		7106	3
2627		6464	3
2628		4916	3
2629		9648	4
2630		3259	3
2631		1202	3
2632		9063	4
2633		2452	3
2634		232	3
2635		7185	3
2636		2888	4
2637		1063	2
2638		1775	4
2639		2452	3
2640		255	4
2641		9388	4
2642		5000	3
2643		9283	3
2644		2758	3
2645		1828	3
2646		6647	3
2647		2186	4
2648		3600	3
2649		8167	3
2650		5461	3
2651		9519	3
2652		8064	3
2653		1396	4
2654		8149	4
2655		6435	3
2656		6673	4
2657		6142	2
2658		1005	4
2659		6414	4
2660		3188	3
2661		5133	4
2662		2598	4
2663		8463	3
2664		6187	3
2665		6136	3
2666		4679	4
2667		8359	3
2668		800	4
2669		4326	3
2670		2582	3
2671		7246	3
2672		6370	3
2673		5582	4
2674		4083	3
2675		6574	4
2676		8504	4
2677		3212	3
2678		8183	2
2679		5432	4
2680		2458	3
2681		449	3
2682		3354	3
2683		294	3
2684		8835	4
2685		2687	3
2686		169	3
2687		8390	2
2688		131	4
2689		3864	4
2690		7796	4
2691		5509	3
2692		414	4
2693		6123	3
2694		6705	3
2695		9519	3
2696		7870	3
2697		4270	4
2698		619	4
2699		7196	3
2700		9585	4
2701		3565	4
2702		8409	3
2703		1908	2
2704		5856	3
2705		8390	2
2706		3286	4
2707		2238	3
2708		3729	3
2709		1586	4
2710		4200	4
2711		904	4
2712		2739	4
2713		5011	3
2714		2424	4
2715		3330	4
2716		1731	3
2717		7136	3
2718		1238	4
2719		4709	3
2720		899	4
2721		9587	3
2722		8535	3
2723		1869	3
2724		3822	3
2725		2276	3
2726		2630	4
2727		3240	3
2728		867	4
2729		4504	3
2730		1468	3
2731		8148	4
2732		6274	3
2733		277	3
2734		3567	4
2735		2694	4
2736		3330	4
2737		2460	4
2738		8307	3
2739		180	3
2740		1561	3
2741		1515	4
2742		2813	3
2743		7321	4
2744		9519	3
2745		3224	3
2746		7131	3
2747		5638	4
2748		1828	3
2749		3483	3
2750		876	4
2751		4220	3
2752		9677	3
2753		9944	3
2754		4491	3
2755		7908	3
2756		9440	3
2757		9175	3
2758		6142	2
2759		7077	3
2760		9625	4
2761		4491	3
2762		9661	3
2763		3037	4
2764		8911	3
2765		3636	3
2766		6449	3
2767		1471	4
2768		4150	4
2769		4732	3
2770		6123	3
2771		329	3
2772		6051	4
2773		8463	3
2774		1548	3
2775		1414	4
2776		662	3
2777		5918	4
2778		5521	3
2779		3340	3
2780		1561	3
2781		4916	3
2782		8390	2
2783		4203	4
2784		6311	4
2785		5237	4
2786		6201	4
2787		6925	4
2788		5181	3
2789		583	4
2790		3354	3
2791		1	1
2792		3483	3
2793		2909	3
2794		9147	3
2795		812	3
2796		4338	4
2797		4419	4
2798		8166	3
2799		4392	4
2800		527	3
2801		6370	3
2802		9008	3
2803		6440	4
2804		1765	4
2805		1018	4
2806		5181	3
2807		6539	3
2808		8440	3
2809		6711	4
2810		5151	3
2811		9232	3
2812		5865	3
2813		331	2
2814		6214	4
2815		2969	3
2816		8064	3
2817		7120	4
2818		693	4
2819		419	3
2820		1869	3
2821		2067	4
2822		4890	4
2823		2450	3
2824		9771	4
2825		2140	4
2826		9446	3
2827		6369	4
2828		2958	3
2829		6443	3
2830		7914	4
2831		4732	3
2832		827	3
2833		7381	4
2834		4614	3
2835		4186	3
2836		4891	3
2837		1398	3
2838		3565	4
2839		148	2
2840		4767	4
2841		8992	4
2842		867	4
2843		5937	3
2844		1274	3
2845		6152	4
2846		1323	4
2847		5117	4
2848		3779	3
2849		3532	4
2850		5693	3
2851		2774	4
2852		8440	3
2853		8390	2
2854		430	4
2855		9709	4
2856		3483	3
2857		8463	3
2858		1536	4
2859		5175	4
2860		6136	3
2861		6996	3
2862		9008	3
2863		2694	4
2864		8679	3
2865		8529	3
2866		1275	4
2867		1800	3
2868		430	4
2869		4614	3
2870		4186	3
2871		7335	3
2872		7831	3
2873		8923	3
2874		8841	4
2875		5106	4
2876		854	3
2877		7561	3
2878		7027	3
2879		9677	3
2880		9591	3
2881		1299	2
2882		1790	4
2883		8228	3
2884		1274	3
2885		70	4
2886		2238	3
2887		6039	4
2888		1449	3
2889		7667	3
2890		6334	4
2891		1398	3
2892		509	4
2893		9721	3
2894		228	3
2895		3055	3
2896		4515	3
2897		7769	3
2898		242	4
2899		8440	3
2900		3136	4
2901		1274	3
2902		8919	3
2903		4891	3
2904		1440	3
2905		3212	3
2906		966	3
2907		1325	3
2908		2282	4
2909		4500	2
2910		1449	3
2911		7099	3
2912		6705	3
2913		8408	4
2914		5693	3
2915		2637	3
2916		8307	3
2917		232	3
2918		662	3
2919		6861	3
2920		4813	3
2921		438	4
2922		8347	4
2923		7592	4
2924		2042	3
2925		6018	4
2926		5495	3
2927		3369	3
2928		5521	3
2929		1819	4
2930		4086	4
2931		6453	4
2932		5482	3
2933		7118	3
2934		1391	4
2935		3729	3
2936		5971	3
2937		2072	4
2938		1274	3
2939		9396	4
2940		8512	4
2941		9631	3
2942		2324	4
2943		6443	3
2944		6335	4
2945		5521	3
2946		1496	4
2947		653	4
2948		2686	4
2949		1668	3
2950		2067	4
2951		2001	3
2952		5083	3
2953		7027	3
2954		3982	3
2955		3354	3
2956		1033	4
2957		1343	3
2958		2031	2
2959		2445	3
2960		2278	4
2961		7893	4
2962		3603	4
2963		5987	3
2964		560	3
2965		6800	4
2966		7761	4
2967		8529	3
2968		1323	4
2969		8390	2
2970		8504	4
2971		8382	3
2972		4692	3
2973		7023	3
2974		7644	4
2975		5909	3
2976		800	4
2977		8550	4
2978		187	4
2979		854	3
2980		4500	2
2981		6817	3
2982		438	4
2983		6764	4
2984		2196	4
2985		6141	3
2986		3165	4
2987		4709	3
2988		8588	4
2989		5672	3
2990		5165	4
2991		653	4
2992		6664	4
2993		7816	3
2994		4220	3
2995		8887	4
2996		3982	3
2997		2705	3
2998		6141	3
2999		197	4
3000		7499	3
3001		2564	3
3002		4692	3
3003		419	3
3004		8790	4
3005		2458	3
3006		5521	3
3007		2150	3
3008		8406	3
3009		1468	3
3010		5410	3
3011		7710	4
3012		8463	3
3013		1321	3
3014		2582	3
3015		6872	4
3016		5165	4
3017		7264	4
3018		4491	3
3019		3151	4
3020		764	3
3021		1976	3
3022		3470	4
3023		9839	4
3024		9544	3
3025		6141	3
3026		9957	3
3027		6443	3
3028		9863	3
3029		4504	3
3030		9050	4
3031		9552	4
3032		6654	3
3033		3861	4
3034		5236	4
3035		7114	4
3036		6274	3
3037		4491	3
3038		6311	4
3039		6003	3
3040		8770	4
3041		943	4
3042		5122	3
3043		1449	3
3044		5581	4
3045		2969	3
3046		5533	4
3047		1274	3
3048		5327	3
3049		3692	4
3050		715	3
3051		6018	4
3052		7840	3
3053		2749	4
3054		5393	4
3055		7962	2
3056		7518	3
3057		8463	3
3058		176	4
3059		70	4
3060		9910	3
3061		5541	3
3062		6998	3
3063		6817	3
3064		1240	4
3065		2591	3
3066		9175	3
3067		9800	3
3068		3747	3
3069		1030	3
3070		3701	3
3071		8382	3
3072		1760	3
3073		1760	3
3074		6610	4
3075		7335	3
3076		1030	3
3077		187	4
3078		9629	4
3079		7962	2
3080		7106	3
3081		9349	4
3082		9082	3
3083		2031	2
3084		1696	3
3085		9696	4
3086		7982	3
3087		5937	3
3088		5126	3
3089		5865	3
3090		2791	2
3091		8529	3
3092		5833	4
3093		6861	3
3094		3565	4
3095		6137	4
3096		4440	4
3097		7023	3
3098		9154	4
3099		4500	2
3100		1549	4
3101		255	4
3102		8529	3
3103		96	3
3104		8436	3
3105		3434	3
3106		2917	4
3107		2394	4
3108		9167	3
3109		3982	3
3110		3274	4
3111		6762	4
3112		344	4
3113		3842	4
3114		8561	4
3115		3795	3
3116		7764	4
3117		9663	4
3118		9654	3
3119		3165	4
3120		2611	3
3121		8436	3
3122		7733	3
3123		2611	3
3124		8476	4
3125		7905	4
3126		3729	3
3127		1468	3
3128		966	3
3129		3613	3
3130		1443	4
3131		5834	4
3132		4086	4
3133		7183	3
3134		7246	3
3135		9315	3
3136		8463	3
3137		5374	4
3138		7518	3
3139		876	4
3140		1363	4
3141		2001	3
3142		4584	3
3143		4607	3
3144		9988	4
3145		6705	3
3146		9800	3
3147		2376	4
3148		8703	3
3149		8378	4
3150		3600	3
3151		5083	3
3152		1796	4
3153		7192	3
3154		5815	3
3155		4386	3
3156		1775	4
3157		347	4
3158		4519	3
3159		7321	4
3160		5681	3
3161		5298	4
3162		1238	4
3163		1066	3
3164		158	3
3165		1449	3
3166		7908	3
3167		1961	4
3168		6679	3
3169		2935	4
3170		6872	4
3171		5357	4
3172		966	3
3173		8670	3
3174		825	3
3175		1603	3
3176		7335	3
3177		1603	3
3178		8516	3
3179		8336	3
3180		4732	3
3181		3985	4
3182		1238	4
3183		1033	4
3184		7723	3
3185		8359	3
3186		8961	3
3187		825	3
3188		6644	2
3189		1041	4
3190		9658	3
3191		2496	4
3192		9182	4
3193		1946	4
3194		9677	3
3195		368	3
3196		7640	4
3197		7230	4
3198		1310	4
3199		2853	3
3200		4082	3
3201		2140	4
3202		5165	4
3203		446	4
3204		9068	3
3205		509	4
3206		899	4
3207		6221	4
3208		1482	3
3209		6343	4
3210		8013	4
3211		7660	3
3212		331	2
3213		2452	3
3214		4587	3
3215		8406	3
3216		1731	3
3217		9318	4
3218		7982	3
3219		9543	3
3220		3843	3
3221		2042	3
3222		8227	4
3223		9930	3
3224		8981	2
3225		6235	3
3226		7664	3
3227		6845	3
3228		812	3
3229		6705	3
3230		4240	4
3231		2238	3
3232		3401	3
3233		1512	4
3234		9170	3
3235		1976	3
3236		6187	3
3237		6705	3
3238		1302	4
3239		9110	4
3240		8183	2
3241		3434	3
3242		7769	3
3243		1066	3
3244		6274	3
3245		509	4
3246		4704	4
3247		3947	4
3248		331	2
3249		2582	3
3250		6453	4
3251		662	3
3252		9759	3
3253		1548	3
3254		7183	3
3255		2611	3
3256		2276	3
3257		4357	4
3258		6449	3
3259		8981	2
3260		4767	4
3261		6214	4
3262		4270	4
3263		7908	3
3264		7769	3
3265		2888	4
3266		263	4
3267		9125	4
3268		4614	3
3269		6492	4
3270		5815	3
3271		5681	3
3272		6370	3
3273		1418	3
3274		6443	3
3275		8436	3
3276		6274	3
3277		5011	3
3278		6211	3
3279		6610	4
3280		2458	3
3281		522	4
3282		4491	3
3283		8270	4
3284		6664	4
3285		7438	3
3286		5748	3
3287		8727	4
3288		1202	3
3289		2006	4
3290		9494	3
3291		9863	3
3292		6187	3
3293		3891	3
3294		277	3
3295		760	4
3296		2452	3
3297		5953	4
3298		4515	3
3299		7616	2
3300		7048	4
3301		3417	3
3302		7111	3
3303		4890	4
3304		4082	3
3305		1869	3
3306		9307	4
3307		6492	4
3308		2791	2
3309		5106	4
3310		1800	3
3311		854	3
3312		471	4
3313		8857	4
3314		1800	3
3315		9494	3
3316		9283	3
3317		9494	3
3318		9321	3
3319		5272	4
3320		6464	3
3321		1738	4
3322		644	3
3323		5693	3
3324		6184	4
3325		3843	3
3326		1760	3
3327		5327	3
3328		5485	4
3329		9591	3
3330		3224	3
3331		6443	3
3332		8183	2
3333		1450	4
3334		3018	4
3335		2835	4
3336		8166	3
3337		9320	4
3338		8824	4
3339		6018	4
3340		7616	2
3341		9684	3
3342		4541	3
3343		8476	4
3344		3872	4
3345		2566	4
3346		5865	3
3347		3218	4
3348		5133	4
3349		3583	4
3350		5236	4
3351		3363	3
3352		6283	4
3353		5350	4
3354		8183	2
3355		5961	4
3356		3055	3
3357		7010	3
3358		9167	3
3359		2758	3
3360		7616	2
3361		7959	3
3362		3683	4
3363		1063	2
3364		4703	3
3365		4607	3
3366		1106	3
3367		7723	3
3368		2467	3
3369		7962	2
3370		3083	3
3371		3434	3
3372		4828	3
3373		4854	3
3374		6996	3
3375		8588	4
3376		5528	4
3377		6434	3
3378		7246	3
3379		8064	3
3380		5130	3
3381		1775	4
3382		8296	4
3383		8779	3
3384		3340	3
3385		1284	3
3386		1716	3
3387		6440	4
3388		9050	4
3389		8680	4
3390		7196	3
3391		2424	4
3392		2606	3
3393		8436	3
3394		1183	4
3395		7118	3
3396		7027	3
3397		8834	3
3398		9295	3
3399		8961	3
3400		3600	3
3401		2069	2
3402		4521	3
3403		5129	4
3404		2067	4
3405		3036	4
3406		8911	3
3407		2467	3
3408		8743	4
3409		7931	4
3410		7769	3
3411		2623	4
3412		3361	4
3413		8100	4
3414		419	3
3415		1482	3
3416		7563	4
3417		7962	2
3418		4220	3
3419		8835	4
3420		5124	4
3421		966	3
3422		8551	3
3423		2086	4
3424		882	4
3425		3822	3
3426		5126	3
3427		9170	3
3428		9022	4
3429		5666	4
3430		2910	4
3431		5495	3
3432		9957	3
3433		8123	4
3434		2031	2
3435		527	3
3436		5865	3
3437		8347	4
3438		8436	3
3439		8348	4
3440		2958	3
3441		7677	3
3442		8919	3
3443		5634	3
3444		7434	3
3445		8295	3
3446		4813	3
3447		9466	3
3448		7423	4
3449		527	3
3450		3486	3
3451		5278	4
3452		7183	3
3453		4919	4
3454		4740	3
3455		6734	3
3456		5612	3
3457		3795	3
3458		2853	3
3459		8463	3
3460		4500	2
3461		1869	3
3462		6910	3
3463		9944	3
3464		7185	3
3465		8961	3
3466		5412	4
3467		4240	4
3468		8241	4
3469		4104	3
3470		3369	3
3471		1085	3
3472		9944	3
3473		180	3
3474		4203	4
3475		1394	4
3476		1231	4
3477		7678	4
3478		2230	4
3479		5265	3
3480		2980	3
3481		7796	4
3482		5940	4
3483		6142	2
3484		7023	3
3485		1468	3
3486		7616	2
3487		2240	4
3488		7561	3
3489		4500	2
3490		6274	3
3491		6993	3
3492		9944	3
3493		4692	3
3494		2564	3
3495		9623	3
3496		1171	4
3497		6738	3
3498		2678	3
3499		9685	3
3500		4326	3
3501		2745	4
3502		1605	4
3503		9002	3
3504		3483	3
3505		7373	4
3506		8507	3
3507		158	3
3508		7677	3
3509		6274	3
3510		2042	3
3511		1288	3
3512		266	4
3513		3360	3
3514		6434	3
3515		1976	3
3516		3308	3
3517		8779	3
3518		1342	3
3519		85	4
3520		9721	3
3521		9137	3
3522		8270	4
3523		812	3
3524		4692	3
3525		764	3
3526		5004	4
3527		1482	3
3528		5706	4
3529		8732	4
3530		7561	3
3531		2839	3
3532		8507	3
3533		3483	3
3534		7146	4
3535		5605	4
3536		8779	3
3537		1414	4
3538		2460	4
3539		7024	4
3540		8167	3
3541		2376	4
3542		8054	4
3543		1716	3
3544		1790	4
3545		4085	4
3546		4083	3
3547		4504	3
3548		8834	3
3549		5521	3
3550		9623	3
3551		4560	4
3552		2460	4
3553		2637	3
3554		8758	4
3555		5971	3
3556		2703	3
3557		3950	3
3558		5631	3
3559		4348	4
3560		8140	4
3561		2757	4
3562		7435	4
3563		7228	3
3564		644	3
3565		1561	3
3566		9759	3
3567		9631	3
3568		3354	3
3569		1869	3
3570		6545	4
3571		7077	3
3572		7664	3
3573		8257	3
3574		1603	3
3575		8266	3
3576		7131	3
3577		6948	3
3578		8670	3
3579		6998	3
3580		7240	4
3581		368	3
3582		169	3
3583		2261	3
3584		6998	3
3585		2850	4
3586		9849	4
3587		6845	3
3588		4083	3
3589		9863	3
3590		5357	4
3591		3533	4
3592		1321	3
3593		8064	3
3594		7118	3
3595		7660	3
3596		4693	4
3597		7999	4
3598		9981	3
3599		414	4
3600		7962	2
3601		1482	3
3602		3369	3
3603		3636	3
3604		7908	3
3605		8149	4
3606		2006	4
3607		2648	4
3608		4515	3
3609		3165	4
3610		9629	4
3611		8149	4
3612		1828	3
3613		6644	2
3614		3603	4
3615		5737	4
3616		8512	4
3617		5865	3
3618		299	4
3619		9724	3
3620		6123	3
3621		1171	4
3622		7136	3
3623		9530	4
3624		9167	3
3625		1733	4
3626		277	3
3627		4504	3
3628		9631	3
3629		6187	3
3630		1548	3
3631		4732	3
3632		1319	4
3633		9466	3
3634		176	4
3635		5181	3
3636		8981	2
3637		9321	3
3638		2120	4
3639		9797	4
3640		3839	4
